Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
26674;66571;Boletim Paranaense de Geosciencias;journal;0067964X;0,126;Q4;14;0;32;0;5;31;0,11;0,00;-;0;0;Brazil;Latin America;Universidade Federal do Parana;1996-2008, 2011-2015, 2017-2023;Earth and Planetary Sciences (miscellaneous) (Q4);Earth and Planetary Sciences
26675;21101212235;Canadian Tax Journal;journal;00085111;0,126;Q4;4;33;133;205;34;117;0,22;6,21;-;0;15;Canada;Northern America;Canadian Tax Foundation;2020-2024;"Accounting (Q4); Finance (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
26676;16380;Chemical and Petroleum Engineering;journal;00092355, 15738329;0,126;Q4;24;0;425;0;146;425;0,40;0,00;-;0;0;United States;Northern America;Springer Science and Business Media, LLC;1965-1998, 2000-2024;"Chemical Engineering (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Geochemistry and Petrology (Q4)";"Chemical Engineering; Earth and Planetary Sciences; Energy"
26677;6200180182;Chinese Journal of Tissue Engineering Research;journal;16738225;0,126;Q4;12;873;2542;33135;525;2539;0,22;37,96;-;0;123;China;Asiatic Region;Journal of Clinical Rehabilitative Tissue Engineering Research;2007-2025;"Biomedical Engineering (Q4); Clinical Biochemistry (Q4); Orthopedics and Sports Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Medicine"
26678;21100803568;Comunicazioni Sociali;journal;03928667, 18277969;0,126;Q2;6;21;76;1177;12;74;0,12;56,05;-;0;7;Italy;Western Europe;Vita e Pensiero;2016-2024;"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
26679;21101044796;Confluences Mediterranee;journal;11482664, 21025991;0,126;Q4;4;31;92;905;17;85;0,22;29,19;-;0;12;France;Western Europe;Pepper-L'Harmattan;2019-2024;"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";Social Sciences
26680;21101060492;Crossroads;journal;23006250;0,126;Q2;2;19;69;680;7;64;0,10;35,79;-;0;2;Poland;Eastern Europe;University of Bialystok;2019-2024;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
26681;21101033510;Cuadernos de Musica Iberoamericana;journal;25309900, 11365536;0,126;Q3;4;17;42;578;8;39;0,12;34,00;-;0;1;Spain;Western Europe;Universidad Complutense Madrid;2018-2024;Music (Q3);Arts and Humanities
26682;21101166842;Cuadernos del Cemyr;journal;25308378;0,126;Q2;1;22;36;1129;3;35;0,10;51,32;-;0;0;Spain;Western Europe;Universidad de la Laguna;2019-2024;"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
26683;21100898990;Dynamic Relationships Management Journal;journal;2350367X, 22325867;0,126;Q4;5;11;40;649;13;38;0,20;59,00;-;0;1;Slovenia;Eastern Europe;Slovenian Academy of Management;2018-2024;"Economics, Econometrics and Finance (miscellaneous) (Q4); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Psychology"
26684;21101041936;Eikon Imago;journal;22548718;0,126;Q2;3;35;75;2454;13;75;0,16;70,11;-;0;2;Spain;Western Europe;Universidad Complutense Madrid;2019-2025;"Visual Arts and Performing Arts (Q2); Arts and Humanities (miscellaneous) (Q3); History (Q3); Religious Studies (Q3)";Arts and Humanities
26685;16651;Elektrotehniski Vestnik/Electrotechnical Review;journal;00135852, 22323228;0,126;Q4;14;33;112;921;26;109;0,25;27,91;-;0;6;Slovenia;Eastern Europe;Electrotechnical Society of Slovenia;1969-1971, 1973-2024;Electrical and Electronic Engineering (Q4);Engineering
26686;21101050038;Endoscopic Surgery;journal;23095636, 10257209;0,126;Q4;4;58;158;1186;24;158;0,17;20,45;-;0;17;Russian Federation;Eastern Europe;Media Sphera Publishing Group;2019-2024;"Gastroenterology (Q4); Surgery (Q4)";Medicine
26687;21100879934;Environmental Science and Engineering;book series;18635520, 18635539;0,126;Q4;31;1321;1866;43505;870;1474;0,49;32,93;-;0;870;Germany;Western Europe;Springer Science and Business Media Deutschland GmbH;2007-2025;"Environmental Engineering (Q4); Information Systems (Q4)";"Computer Science; Environmental Science"
26688;21292;Epitheorese Klinikes Farmakologias kai Farmakokinetikes;journal;10116575;0,126;Q4;5;10;37;158;5;37;0,13;15,80;-;0;1;Greece;Western Europe;PHARMAKON-Press;1989-2024;"Pharmacology (Q4); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
26689;26804;Espace-Populations-Societes;journal;07557809;0,126;Q4;16;15;88;720;25;87;0,33;48,00;-;0;11;France;Western Europe;Universite des Sciences et Technologiques de Lille;1983-2024;"Demography (Q4); Geography, Planning and Development (Q4)";Social Sciences
26690;21100814500;European Biomass Conference and Exhibition Proceedings;conference and proceedings;22825819;0,126;-;14;185;694;3063;97;691;0,13;16,56;-;0;171;Italy;Western Europe;ETA-Florence Renewable Energies;2016-2024;"Agronomy and Crop Science; Computer Networks and Communications; Computer Science Applications; Engineering (miscellaneous); Forestry; Renewable Energy, Sustainability and the Environment; Waste Management and Disposal";"Agricultural and Biological Sciences; Computer Science; Energy; Engineering; Environmental Science"
26691;21101115405;European Journal of Clinical and Experimental Medicine;journal;25442406, 25441361;0,126;Q4;5;122;310;4545;76;212;0,33;37,25;-;0;52;Poland;Eastern Europe;Publishing Office of the University of Rzeszow;2019-2024;Medicine (miscellaneous) (Q4);Medicine
26692;16900154704;Evidence Based Midwifery;journal;26338408, 14794489;0,126;Q4;17;0;12;0;1;11;0,00;0,00;-;0;0;United Kingdom;Western Europe;RCM The Royal College of Midwives;2007-2021;"Fundamentals and Skills (Q4); Maternity and Midwifery (Q4)";Nursing
26693;19300156907;Feministische Studien;journal;23659920, 07235186;0,126;Q4;8;28;97;364;15;86;0,11;13,00;-;0;1;Germany;Western Europe;Walter de Gruyter GmbH;2008-2024;"Gender Studies (Q4); Sociology and Political Science (Q4)";Social Sciences
26694;21100920225;Film Fashion and Consumption;journal;20442823, 20442831;0,126;Q2;4;0;42;0;12;38;0,17;0,00;-;0;0;United Kingdom;Western Europe;Intellect Ltd.;2019-2023;"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
26695;21101109702;Finnish Journal of Linguistics;journal;28144376;0,126;Q3;11;6;21;436;12;21;0,55;72,67;-;0;0;Finland;Western Europe;The Linguistic Association of Finland;2021-2024;Linguistics and Language (Q3);Social Sciences
26696;21100332451;Genes and Cells;journal;23131829;0,126;Q4;8;31;129;2068;38;129;0,25;66,71;-;0;10;Russian Federation;Eastern Europe;Human Stem Cells Institute OJSC (HSCI);2014-2024;"Biomedical Engineering (Q4); Biotechnology (Q4); Cell Biology (Q4); Molecular Biology (Q4); Surgery (Q4); Transplantation (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Medicine"
26697;21100239260;Graeco-Latina Brunensia;journal;18037402;0,126;Q2;6;17;68;848;12;68;0,29;49,88;-;0;0;Czech Republic;Eastern Europe;Masarykova Universita;2012-2024;"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
26698;21101246230;Health Problems of Civilization;journal;23536942, 23540265;0,126;Q4;5;48;130;1488;29;115;0,24;31,00;-;0;18;Poland;Eastern Europe;Termedia Publishing House Ltd.;2020-2024;"Health (social science) (Q4); Immunology (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Medicine (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Immunology and Microbiology; Medicine; Social Sciences"
26699;21100202947;History of Economic Ideas;journal;11228792, 17242169;0,126;Q3;9;16;60;973;9;53;0,10;60,81;-;0;2;Italy;Western Europe;Fabrizio Serra Editore Srl;2011-2024;"History (Q3); Economics and Econometrics (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
26700;21100215947;Homeland Security Affairs;journal;1558643X;0,126;Q4;8;0;13;0;4;13;0,00;0,00;-;0;0;United States;Northern America;Naval Postgraduate School's Center for Homeland Defense and Security;2012-2023;"Law (Q4); Public Administration (Q4); Safety Research (Q4)";Social Sciences
26701;19700188398;IEEE Pulse;journal;21542317, 21542287;0,126;Q4;95;28;151;118;40;142;0,20;4,21;-;0;5;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;2010-2024;"Biomedical Engineering (Q4); Medicine (miscellaneous) (Q4)";"Engineering; Medicine"
26702;19700200921;Information Grammaticale;journal;02229838, 17831601;0,126;Q3;6;24;101;558;5;95;0,03;23,25;-;0;0;Belgium;Western Europe;Peeters Publishers;2011-2024;Linguistics and Language (Q3);Social Sciences
26703;21101107948;International Conference on Smart Cities and Green ICT Systems, SMARTGREENS - Proceedings;conference and proceedings;21844968;0,126;-;4;11;63;239;18;59;0,29;21,73;-;0;7;Portugal;Western Europe;Science and Technology Publications, Lda;2021-2024;"Computer Networks and Communications; Information Systems";Computer Science
26704;21100983351;International Journal of Academic Medicine;journal;24555568;0,126;Q4;6;35;91;758;23;75;0,21;21,66;-;0;9;India;Asiatic Region;Wolters Kluwer Medknow Publications;2019-2024;"Education (Q4); Health (social science) (Q4)";Social Sciences
26705;25110;International Journal of Medical Toxicology and Legal Medicine;journal;09744614, 09720448;0,126;Q4;15;69;273;1760;49;270;0,20;25,51;-;0;26;India;Asiatic Region;Indian journals;1999-2003, 2005-2011, 2017-2024;"Pathology and Forensic Medicine (Q4); Toxicology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
26706;21100824648;International Journal of Sino-Western Studies;journal;22422471, 17998204;0,126;Q3;3;26;83;1141;18;79;0,29;43,88;-;0;1;Finland;Western Europe;Nordic Forum of Sino-Western Studies;2016-2024;"Cultural Studies (Q3); History (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
26707;21101027443;International Journal of Strategic Change Management;journal;17402859, 17402867;0,126;Q4;3;0;16;0;8;15;0,60;0,00;-;0;0;Switzerland;Western Europe;Inderscience Enterprises Ltd;2018, 2021-2022;Strategy and Management (Q4);Business, Management and Accounting
26708;12100155628;International Journal of the Classical Tradition;journal;10730508, 18746292;0,126;Q2;11;19;56;81;13;53;0,28;4,26;-;0;1;Netherlands;Western Europe;Transaction Periodicals Consortium;1994-1995, 1999, 2004, 2009-2025;"Classics (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
26709;21100934918;Iranian Journal of Nutrition Sciences and Food Technology;journal;17357756, 22520694;0,126;Q4;6;37;132;1365;35;131;0,22;36,89;-;0;15;Iran;Middle East;National Nutrition and Food Technology Research Institute;2019-2025;"Endocrinology, Diabetes and Metabolism (Q4); Food Science (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Medicine; Nursing"
26710;20067;Irish Economic and Social History;journal;03324893, 20504918;0,126;Q3;7;7;25;0;5;25;0,00;0,00;-;0;2;United Kingdom;Western Europe;SAGE Publications Inc.;1975-1976, 1979, 1999-2024;"History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
26711;12268;Iron and Steel Technology;journal;15470423;0,126;Q4;31;0;25;0;8;21;0,18;0,00;-;0;0;United States;Northern America;Iron and Steel Society;2004-2023;"Materials Chemistry (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4)";"Engineering; Materials Science"
26712;35924;Japanese Journal of Allergology;journal;00214884, 13477935;0,126;Q4;16;64;238;1190;34;230;0,13;18,59;-;0;16;Japan;Asiatic Region;Japanese Society of Allergology;1961-2025;Immunology and Allergy (Q4);Medicine
26713;19953;Japanese Journal of Urology;journal;00215287;0,126;Q4;15;14;111;238;18;111;0,16;17,00;-;0;9;Japan;Asiatic Region;Japanese Urological Association;1961-2024;Urology (Q4);Medicine
26714;7600153112;Japanese Magazine of Mineralogical and Petrological Sciences;journal;13497979, 1345630X;0,126;Q4;11;16;25;488;4;25;0,20;30,50;-;0;3;Japan;Asiatic Region;Nihon Koubutsu Gakkai;2000-2005, 2007-2013, 2015-2024;"Economic Geology (Q4); Geochemistry and Petrology (Q4)";Earth and Planetary Sciences
26715;21101169018;Journal of Agricultural Machinery;journal;22286829, 24233943;0,126;Q4;2;28;33;1037;12;33;0,36;37,04;-;0;13;Iran;Middle East;Ferdowsi University of Mashhad;2023-2024;Agricultural and Biological Sciences (miscellaneous) (Q4);Agricultural and Biological Sciences
26716;27333;Journal of American Ethnic History;journal;02785927, 19364695;0,126;Q3;19;40;44;1762;14;44;0,25;44,05;-;0;8;United States;Northern America;University of Illinois Press;1989, 2000-2025;"Cultural Studies (Q3); History (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
26717;4700152762;Journal of Archival Organization;journal;15332748, 15332756;0,126;Q4;15;3;17;103;7;17;0,22;34,33;-;0;1;United States;Northern America;Routledge;2002, 2004-2014, 2016-2024;Library and Information Sciences (Q4);Social Sciences
26718;145650;Journal of Chinese Linguistics;journal;00913723;0,126;Q3;19;26;72;1081;11;66;0,12;41,58;-;0;0;United States;Northern America;Colorado State University;1996-2024;"Arts and Humanities (miscellaneous) (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
26719;21101257828;Journal of Clinical Ophthalmology and Research;journal;23203900, 23203897;0,126;Q4;3;89;150;1278;16;127;0,11;14,36;-;0;14;India;Asiatic Region;Wolters Kluwer Medknow Publications;2020-2024;Ophthalmology (Q4);Medicine
26720;14139;Journal of Clinical Outcomes Management;journal;10796533;0,126;Q4;24;0;88;0;18;58;0,23;0,00;-;0;0;United States;Northern America;Frontline Medical Communications Inc.;2004-2023;"Health Policy (Q4); Medicine (miscellaneous) (Q4)";Medicine
26721;21100218073;Journal of Datta Meghe Institute of Medical Sciences University;journal;09743901, 22501231;0,126;Q4;16;169;635;3198;145;568;0,21;18,92;-;0;64;India;Asiatic Region;Wolters Kluwer Medknow Publications;2012-2024;Medicine (miscellaneous) (Q4);Medicine
26722;21101062584;Journal of Forensic Medicine Science and Law;journal;22771867, 22778853;0,126;Q4;4;15;114;300;45;104;0,40;20,00;-;0;5;India;Asiatic Region;Medicolegal Association of Maharashtra;2019-2024;"Law (Q4); Medicine (miscellaneous) (Q4); Pathology and Forensic Medicine (Q4)";"Medicine; Social Sciences"
26723;4700152269;Journal of Japanese Studies;journal;00956848, 15494721;0,126;Q3;22;12;34;462;9;31;0,25;38,50;-;0;0;United States;Northern America;Journal of Japanese Studies;1998-2002, 2005-2024;"Cultural Studies (Q3); Linguistics and Language (Q3); Anthropology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
26724;21101039171;Journal of Neonatal Surgery;journal;22260439;0,126;Q4;4;38;120;620;26;99;0,27;16,32;-;0;4;Pakistan;Asiatic Region;EL-MED-Pub;2020-2025;"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)";Medicine
26725;21101038698;Journal of Obstetrics and Women's Diseases;journal;16839366, 16840461;0,126;Q4;6;89;276;3073;63;275;0,32;34,53;-;0;52;Russian Federation;Eastern Europe;Eco-Vector LLC;1892, 2019-2024;Obstetrics and Gynecology (Q4);Medicine
26726;5600156553;Journal of Pacific History;journal;00223344;0,126;Q3;23;30;71;123;28;67;0,35;4,10;-;2;9;United Kingdom;Western Europe;Taylor and Francis Ltd.;1966-2025;"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
26727;21100388304;Journal of Scandinavian Cinema;journal;20427891, 20427905;0,126;Q2;7;19;69;707;11;58;0,11;37,21;-;0;2;United Kingdom;Western Europe;Intellect Ltd.;2014-2024;Visual Arts and Performing Arts (Q2);Arts and Humanities
26728;21100285051;Journal of the Gilded Age and Progressive Era;journal;15377814, 19433557;0,126;Q3;14;27;98;2126;23;73;0,26;78,74;-;0;6;United Kingdom;Western Europe;Cambridge University Press;2002-2024;History (Q3);Arts and Humanities
26729;144648;Journal of Tianjin Polytechnic University;journal;1671024X;0,126;Q4;9;65;226;1630;63;226;0,30;25,08;-;0;12;China;Asiatic Region;Journal of Tianjin Polytechnic University;2005-2024;Polymers and Plastics (Q4);Materials Science
26730;21100218391;Journal of Writing in Creative Practice;journal;17535204, 17535190;0,126;Q2;6;7;49;110;11;44;0,17;15,71;-;0;1;United Kingdom;Western Europe;Intellect Ltd.;2012-2024;"Visual Arts and Performing Arts (Q2); Communication (Q4)";"Arts and Humanities; Social Sciences"
26731;21101150686;JUS Rivista di Scienze Giuridiche;journal;00226955, 18277942;0,126;Q4;3;20;95;303;19;89;0,26;15,15;-;0;9;Italy;Western Europe;Vita e Pensiero;2019-2024;Law (Q4);Social Sciences
26732;21101195784;Kufa Journal of Engineering;journal;25230018, 20715528;0,126;Q4;3;42;25;1257;12;25;0,48;29,93;-;0;13;Iraq;Middle East;University of Kufa;2023-2025;Engineering (miscellaneous) (Q4);Engineering
26733;21101037322;Latin-American Journal of Discourse Studies;journal;24479543;0,126;Q3;4;21;60;546;17;56;0,33;26,00;-;0;5;Brazil;Latin America;Latinamerican Association of Discourse Studies;2019-2024;"Linguistics and Language (Q3); Communication (Q4)";Social Sciences
26734;21100400180;Law and Economics Yearly Review;journal;20509014;0,126;Q4;7;8;50;439;8;47;0,14;54,88;-;0;7;United Kingdom;Western Europe;Fondazione Gerardo Capriglione Onlus;2012-2024;"Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4)";"Economics, Econometrics and Finance; Social Sciences"
26735;4700152816;Logistics Journal;journal;18607977;0,126;Q4;7;26;42;528;13;41;0,30;20,31;-;0;3;Germany;Western Europe;Wissenschaftliche Gesellschaft fur Technische Logistik;2006, 2009-2024;"Control and Systems Engineering (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
26736;21100876245;Malaysian Journal of Music;journal;26009366, 26009331;0,126;Q3;6;9;33;307;17;32;0,61;34,11;-;0;2;Malaysia;Asiatic Region;Universiti Pendidikan Sultan Idris;2002, 2018-2024;"Cultural Studies (Q3); Music (Q3)";"Arts and Humanities; Social Sciences"
26737;21100904887;Matematica, Cultura e Societa;journal;2499751X;0,126;Q4;3;0;29;0;5;22;0,00;0,00;-;0;0;Italy;Western Europe;Unione Matematica Italiana;2016-2022;Mathematics (miscellaneous) (Q4);Mathematics
26738;21100410000;Meta (Romania);journal;20673655;0,126;Q3;8;20;89;797;7;89;0,07;39,85;-;0;4;Romania;Eastern Europe;Alexandru Ioan Cuza University of Iasi;2009-2024;Philosophy (Q3);Arts and Humanities
26739;21101115403;Ming Qing Yanjiu;journal;24684791, 17248574;0,126;Q2;7;11;11;476;2;11;0,18;43,27;-;0;0;Netherlands;Western Europe;Brill Academic Publishers;1992-2003, 2005-2007, 2011-2013, 2015-2016, 2018, 2022-2024;"Literature and Literary Theory (Q2); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
26740;27817;Naihuo Cailiao/Refractories;journal;10011935;0,126;Q4;11;50;295;455;67;295;0,22;9,10;-;0;10;China;Asiatic Region;Institute of Refractories Research;1998, 2001-2010, 2013-2015, 2017-2024;"Ceramics and Composites (Q4); Condensed Matter Physics (Q4); Materials Chemistry (Q4); Metals and Alloys (Q4)";"Materials Science; Physics and Astronomy"
26741;17439;Nervenheilkunde;journal;07221541, 25675788;0,126;Q4;18;72;309;2128;39;263;0,14;29,56;-;0;18;Germany;Western Europe;Georg Thieme Verlag;1982-2024;"Family Practice (Q4); Neurology (clinical) (Q4)";Medicine
26742;21101092734;New Emirates Medical Journal;journal;02506882;0,126;Q4;7;88;110;3391;36;104;0,44;38,53;-;0;48;United Arab Emirates;Middle East;Bentham Science Publishers;1980-1981, 1985-1994, 1996-1997, 2002-2009, 2020-2024;Medicine (miscellaneous) (Q4);Medicine
26743;14582;Oftalmologicheskii Zhurnal;journal;00300675;0,126;Q4;8;62;223;1756;50;223;0,26;28,32;-;0;20;Ukraine;Eastern Europe;Naukaove Tovarystvo Oftal'mologiv Ukrainy;1959, 1961-1993, 2015-2024;Ophthalmology (Q4);Medicine
26744;19700174997;ONdrugDelivery;trade journal;2049145X, 20491468;0,126;Q4;8;76;327;319;24;220;0,07;4,20;-;0;9;United Kingdom;Western Europe;Frederick Furness Publishing;2009-2024;Pharmaceutical Science (Q4);Pharmacology, Toxicology and Pharmaceutics
26745;21101154263;Pamukkale Medical Journal;journal;13099833, 13080865;0,126;Q4;3;78;301;2104;41;299;0,17;26,97;-;0;27;Turkey;Middle East;Pamukkale University;2019-2025;Medicine (miscellaneous) (Q4);Medicine
26746;21101210858;Postgraduate Medical Journal of Ghana;journal;23436921, 20266790;0,126;Q4;2;21;69;432;10;60;0,13;20,57;-;0;7;Ghana;Africa;Ghana College of Physicians and Surgeons;2020-2024;Medicine (miscellaneous) (Q4);Medicine
26747;67619;Problems of Forensic Sciences;journal;12307483;0,126;Q4;16;15;50;507;12;50;0,18;33,80;-;0;6;Poland;Eastern Europe;Instytut Ekspertyz Sadowych;1999-2024;Pathology and Forensic Medicine (Q4);Medicine
26748;21100253049;Proceedings of Science;conference and proceedings;18248039;0,126;-;23;3315;6889;70455;846;6824;0,16;21,25;-;0;40;Italy;Western Europe;Sissa Medialab Srl;1998-2025;Multidisciplinary;Multidisciplinary
26749;21101033887;Proceedings of the International Congress on Acoustics;conference and proceedings;24151599, 22267808;0,126;-;11;0;770;0;91;769;0,12;0,00;-;0;0;Spain;Western Europe;International Commission for Acoustics (ICA);2019, 2022;"Acoustics and Ultrasonics; Mechanical Engineering";"Engineering; Physics and Astronomy"
26750;18703;Psychiatrie (CZE);journal;12117579, 12126845;0,126;Q4;10;32;123;946;5;102;0,05;29,56;-;0;4;Czech Republic;Eastern Europe;TIGIS Spol. s.r.o.;1999-2025;Psychiatry and Mental Health (Q4);Medicine
26751;5000155902;Radical Philosophy;journal;0300211X;0,126;Q3;27;11;63;263;72;21;0,68;23,91;-;0;0;United Kingdom;Western Europe;Radical Philosophy;2006-2016, 2019-2024;"Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
26752;21100854316;Revista Hispanoamericana de Hernia;journal;22552677;0,126;Q4;8;0;109;0;9;90;0,09;0,00;-;0;0;Spain;Western Europe;Ediciones Doyma, S.L.;2013-2023;"Gastroenterology (Q4); Surgery (Q4)";Medicine
26753;21100857406;Rossiyskiy Vestnik Perinatologii i Pediatrii;journal;25002228, 10274065;0,126;Q4;11;98;379;2380;100;379;0,18;24,29;-;0;33;Russian Federation;Eastern Europe;National Academy of Pediatric Science and Innovation;2017-2024;Pediatrics, Perinatology and Child Health (Q4);Medicine
26754;21101100276;SERIES: International Journal of TV Serial Narratives;journal;2421454X;0,126;Q2;4;0;34;0;7;32;0,19;0,00;-;0;0;Italy;Western Europe;University of Bologna;2019-2023;"Visual Arts and Performing Arts (Q2); Communication (Q4)";"Arts and Humanities; Social Sciences"
26755;28607;South African Journal of Obstetrics and Gynaecology;journal;23058862, 00382329;0,126;Q4;12;0;30;0;8;26;0,26;0,00;-;0;0;South Africa;Africa;South African Medical Association;1968, 1970-1972, 1999-2023;Obstetrics and Gynecology (Q4);Medicine
26756;21100205708;South Central Review;journal;07436831, 15493377;0,126;Q2;7;23;79;1246;8;72;0,11;54,17;-;0;3;United States;Northern America;Johns Hopkins University Press;2011-2025;"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Philosophy (Q3)";"Arts and Humanities; Social Sciences"
26757;21100928822;Spermova;journal;22239375, 23084928;0,126;Q4;3;0;55;0;10;55;0,12;0,00;-;0;0;Peru;Latin America;Asociacion Peruana de Reprouduccion Animal;2019-2022;"Animal Science and Zoology (Q4); Developmental Biology (Q4); Veterinary (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Veterinary"
26758;23263;Sprache Stimme Gehor;journal;03420477, 14391260;0,126;Q4;12;51;218;552;7;117;0,01;10,82;-;0;4;Germany;Western Europe;Georg Thieme Verlag;1980-2025;"Applied Psychology (Q4); Psychiatry and Mental Health (Q4); Speech and Hearing (Q4)";"Health Professions; Medicine; Psychology"
26759;21100325445;Studia Slavica et Balcanica Petropolitana;journal;1995848X;0,126;Q3;5;12;84;663;10;84;0,11;55,25;-;0;0;Russian Federation;Eastern Europe;Saint Petersburg State University;2014-2024;History (Q3);Arts and Humanities
26760;6000153223;Technoetic Arts;journal;1477965X, 17589533;0,126;Q2;7;19;70;605;12;68;0,21;31,84;-;0;4;United Kingdom;Western Europe;Intellect Ltd.;2003, 2012-2024;"Visual Arts and Performing Arts (Q2); Philosophy (Q3); Computer Science Applications (Q4); Human-Computer Interaction (Q4)";"Arts and Humanities; Computer Science"
26761;21100808441;Teorie Vedy / Theory of Science;journal;12100250, 18046347;0,126;Q3;7;8;30;369;5;28;0,05;46,13;-;0;0;Czech Republic;Eastern Europe;Czech Academy of Sciences;2010-2024;"Philosophy (Q3); History and Philosophy of Science (Q4); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
26762;16200154716;Thomist;journal;00406325;0,126;Q3;15;20;56;1252;10;56;0,13;62,60;-;0;0;United States;Northern America;Thomist Press;1973, 1975-1978, 1985, 1987, 1990-1992, 2002-2025;"Philosophy (Q3); Religious Studies (Q3)";Arts and Humanities
26763;16000154770;Tijdschrift voor Sociale en Economische Geschiedenis;journal;15721701;0,126;Q3;15;19;62;1193;16;60;0,14;62,79;-;0;4;Netherlands;Western Europe;International Institute of Social History;2004-2024;"History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
26764;19700174945;Turkish Journal of Dermatology;journal;13085255, 13077635;0,126;Q4;10;30;68;564;18;59;0,23;18,80;-;0;5;Turkey;Middle East;Galenos Publishing House;2009-2024;Dermatology (Q4);Medicine
26765;19700177005;Veterinary Practitioner;journal;09724036;0,126;Q4;8;59;301;1223;18;298;0,05;20,73;-;0;6;India;Asiatic Region;Veterinary Practitioner;2008-2024;Veterinary (miscellaneous) (Q4);Veterinary
26766;21101023953;Yearbook of Antitrust and Regulatory Studies;journal;25450115, 16899024;0,126;Q4;7;19;52;470;14;44;0,21;24,74;-;0;4;Poland;Eastern Europe;University of Warsaw;2008-2024;"Economics and Econometrics (Q4); Law (Q4)";"Economics, Econometrics and Finance; Social Sciences"
26767;21101060493;Zeitschrift fur Unternehmensgeschichte;journal;23672293, 03422852;0,126;Q3;10;14;33;1515;15;33;0,35;108,21;-;0;5;Germany;Western Europe;De Gruyter Oldenbourg;1996-2024;"History (Q3); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
26768;24566;Zoologicheskii Zhurnal;journal;00445134;0,126;Q4;21;0;135;0;29;135;0,23;0,00;-;0;0;Russian Federation;Eastern Europe;Izdatel'stvo Nauka;1950-1951, 1982-1983, 1996-2023;Ecology, Evolution, Behavior and Systematics (Q4);Agricultural and Biological Sciences
