Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
10501;20188;Disaster Prevention and Management;journal;17586100, 09653562;0,554;Q2;70;68;123;3027;319;114;2,55;44,51;-;0;40;United Kingdom;Western Europe;Emerald Publishing;1992-2025;"Business, Management and Accounting (miscellaneous) (Q2); Health (social science) (Q2); Management, Monitoring, Policy and Law (Q2); Public Health, Environmental and Occupational Health (Q2)";"Business, Management and Accounting; Environmental Science; Medicine; Social Sciences"
10502;22041;Emotional and Behavioural Difficulties;journal;17412692, 13632752;0,554;Q2;38;20;84;1091;176;73;1,66;54,55;-;0;9;United Kingdom;Western Europe;Taylor and Francis Ltd.;1996-2024;"Clinical Psychology (Q2); Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
10503;4400151729;Eurasia Journal of Mathematics, Science and Technology Education;journal;13058223, 13058215;0,554;Q2;63;179;437;10242;1315;437;3,17;57,22;-;0;57;Turkey;Middle East;Modestum LTD;2006-2025;"Applied Mathematics (Q2); Education (Q2)";"Mathematics; Social Sciences"
10504;26602;Evaluation and Program Planning;journal;01497189, 18737870;0,554;Q2;74;82;337;3675;835;336;2,50;44,82;-;1;39;United Kingdom;Western Europe;Elsevier Ltd;1978-2025;"Business and International Management (Q2); Geography, Planning and Development (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Medicine; Psychology; Social Sciences"
10505;21101052354;Frontiers in Big Data;journal;2624909X;0,554;Q2;33;103;384;5522;1318;351;2,77;53,61;-;0;36;Switzerland;Western Europe;Frontiers Media SA;2018-2025;"Computer Science (miscellaneous) (Q2); Information Systems (Q2); Artificial Intelligence (Q3)";Computer Science
10506;21100317204;Gynecology and Minimally Invasive Therapy;journal;22133089, 22133070;0,554;Q2;21;57;167;1230;222;146;1,32;21,58;-;0;18;India;Asiatic Region;Wolters Kluwer Medknow Publications;2012-2024;Obstetrics and Gynecology (Q2);Medicine
10507;19600161810;Hematology/ Oncology and Stem Cell Therapy;journal;25890646, 16583876;0,554;Q2;31;31;152;529;258;143;1,50;17,06;-;1;12;Saudi Arabia;Middle East;Wolters Kluwer Health;2008-2024;"Medicine (miscellaneous) (Q2); Hematology (Q3); Oncology (Q3)";Medicine
10508;4700152207;International Communication Gazette;journal;17480485, 17480493;0,554;Q2;51;53;112;3256;238;110;1,92;61,43;-;0;17;United Kingdom;Western Europe;SAGE Publications Ltd;1961, 1966, 1996-1997, 2003-2004, 2006-2025;"Communication (Q2); Sociology and Political Science (Q2)";Social Sciences
10509;4700152403;Journal of Gay and Lesbian Social Services;journal;10538720;0,554;Q2;48;0;102;0;218;102;1,95;0,00;-;0;0;United States;Northern America;Routledge;1994-2023;"Gender Studies (Q2); Sociology and Political Science (Q2)";Social Sciences
10510;28525;Journal of Magnetic Resonance;journal;10960856, 10907807;0,554;Q2;147;114;446;4706;992;439;2,18;41,28;-;0;8;United States;Northern America;Academic Press Inc.;1997-2025;"Condensed Matter Physics (Q2); Nuclear and High Energy Physics (Q2); Biochemistry (Q3); Biophysics (Q3)";"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy"
10511;4700152821;Journal of Research in Childhood Education;journal;02568543;0,554;Q2;41;75;118;4580;250;115;1,95;61,07;-;3;35;United Kingdom;Western Europe;Taylor and Francis Ltd.;1986-2025;"Education (Q2); Developmental and Educational Psychology (Q3)";"Psychology; Social Sciences"
10512;26703;Polish Archives of Internal Medicine;journal;00323772, 18979483;0,554;Q2;48;260;708;5428;1062;483;1,77;20,88;-;0;89;Poland;Eastern Europe;Medycyna Praktyczna Cholerzyn;1953-2025;Internal Medicine (Q2);Medicine
10513;21101092812;Proceedings of the American Mathematical Society, Series B;journal;23301511;0,554;Q2;9;56;112;1174;97;112;0,72;20,96;-;0;0;United States;Northern America;American Mathematical Society;2019-2025;"Algebra and Number Theory (Q2); Analysis (Q2); Discrete Mathematics and Combinatorics (Q2); Geometry and Topology (Q2)";Mathematics
10514;21100838131;Processes;journal;22279717;0,554;Q2;92;2938;8466;139659;29760;8310;3,28;47,54;-;1;1123;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2013-2025;"Chemical Engineering (miscellaneous) (Q2); Process Chemistry and Technology (Q2); Bioengineering (Q3)";Chemical Engineering
10515;21101108655;Skin Health and Disease;journal;2690442X;0,554;Q2;11;173;271;3925;409;222;1,40;22,69;-;1;55;United Kingdom;Western Europe;Oxford University Press;2021-2024;Dermatology (Q2);Medicine
10516;21101055135;Water Quality Research Journal;journal;27098052, 27098044;0,554;Q2;53;20;59;971;191;57;2,98;48,55;-;0;18;United Kingdom;Western Europe;IWA Publishing;2017-2024;Water Science and Technology (Q2);Environmental Science
10517;19400158595;World Trade Review;journal;14747456, 14753138;0,554;Q1;40;34;121;3377;238;117;1,97;99,32;-;0;21;United Kingdom;Western Europe;Cambridge University Press;2002-2025;"Law (Q1); Political Science and International Relations (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Social Sciences"
10518;18385;Acta Cytologica;journal;00015547, 19382650;0,553;Q2;67;63;200;2231;353;187;1,77;35,41;-;0;44;Switzerland;Western Europe;S. Karger AG;1960-2025;"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2); Histology (Q3)";Medicine
10519;21101254823;Agriculture Communications;journal;29497981;0,553;Q2;5;29;14;2153;55;13;3,93;74,24;-;0;16;Netherlands;Western Europe;Elsevier B.V.;2023-2024;"Agricultural and Biological Sciences (miscellaneous) (Q2); Agronomy and Crop Science (Q2)";Agricultural and Biological Sciences
10520;15300154803;Anatomical Record;journal;19328486, 19328494;0,553;Q2;103;270;667;19707;1355;626;1,98;72,99;-;0;31;United States;Northern America;"John Wiley &amp; Sons Inc.";2007-2025;"Anatomy (Q2); Biotechnology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Histology (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
10521;21101052233;Annual Plant Reviews Online;journal;26393832;0,553;Q1;20;3;40;587;72;40;1,20;195,67;-;0;0;United States;Northern America;John Wiley and Sons Inc;2018-2024;"Horticulture (Q1); Agronomy and Crop Science (Q2); Food Science (Q2); Plant Science (Q2)";Agricultural and Biological Sciences
10522;26588;ChemPhysChem;journal;14394235, 14397641;0,553;Q2;167;563;1059;34900;2399;1046;2,11;61,99;-;0;127;Germany;Western Europe;Wiley-VCH Verlag;2000-2025;"Atomic and Molecular Physics, and Optics (Q2); Physical and Theoretical Chemistry (Q2)";"Chemistry; Physics and Astronomy"
10523;29308;Critical Reviews in Oncogenesis;journal;08939675;0,553;Q2;59;33;81;2541;106;62;1,31;77,00;-;0;24;United States;Northern America;Begell House Inc.;1989-2000, 2006-2009, 2011-2025;"Medicine (miscellaneous) (Q2); Cancer Research (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
10524;26086;Experimental and Clinical Endocrinology and Diabetes;journal;09477349, 14393646;0,553;Q2;88;54;349;2608;547;336;1,44;48,30;-;0;37;Germany;Western Europe;Georg Thieme Verlag;1983-2025;"Internal Medicine (Q2); Medicine (miscellaneous) (Q2); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
10525;20623;Fire and Materials;journal;03080501, 10991018;0,553;Q2;74;79;266;2984;693;261;2,83;37,77;-;0;13;United Kingdom;Western Europe;John Wiley and Sons Ltd;1976, 1978-1989, 1991-2025;"Ceramics and Composites (Q2); Chemistry (miscellaneous) (Q2); Electronic, Optical and Magnetic Materials (Q2); Metals and Alloys (Q2); Polymers and Plastics (Q2)";"Chemistry; Materials Science"
10526;21100786317;Frontiers in Energy Research;journal;2296598X;0,553;Q2;75;993;4115;36622;11906;3918;2,58;36,88;-;3;624;Switzerland;Western Europe;Frontiers Media SA;2013-2025;"Economics and Econometrics (Q2); Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Economics, Econometrics and Finance; Energy"
10527;22336;Harvard Business Review;journal;00178012;0,553;Q2;212;105;279;0;348;178;1,08;0,00;-;0;13;United States;Northern America;Harvard Business School Publishing;1974, 1978-1987, 1989-2025;"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Economics and Econometrics (Q2); Management of Technology and Innovation (Q2); Medicine (miscellaneous) (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Medicine"
10528;29904;International Journal of Radiation Biology;journal;09553002;0,553;Q2;104;152;528;8304;1226;503;2,36;54,63;-;0;63;United Kingdom;Western Europe;Informa Healthcare;1959-2025;"Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Health Professions; Medicine"
10529;23841;Journal of Approximation Theory;journal;10960430, 00219045;0,553;Q2;59;50;167;1295;148;167;0,86;25,90;-;0;0;United States;Northern America;Academic Press Inc.;1968-2025;"Analysis (Q2); Applied Mathematics (Q2); Mathematics (miscellaneous) (Q2); Numerical Analysis (Q2)";Mathematics
10530;21100385811;Journal of Indian Business Research;journal;17554195, 17554209;0,553;Q2;33;25;67;1803;267;62;3,63;72,12;-;0;11;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;2009-2024;Business, Management and Accounting (miscellaneous) (Q2);Business, Management and Accounting
10531;21100364384;Journal of Vibration Engineering and Technologies;journal;25233920, 25233939;0,553;Q2;29;683;628;29280;2116;626;3,01;42,87;-;0;85;Switzerland;Western Europe;Springer International Publishing;2014-2025;"Acoustics and Ultrasonics (Q2); Mechanical Engineering (Q2)";"Engineering; Physics and Astronomy"
10532;21100202948;Nous-Supplement: Philosophical Issues;journal;15336077, 17582237;0,553;Q1;32;21;66;915;75;66;1,32;43,57;-;0;1;Germany;Western Europe;Wiley-VCH Verlag;2011-2024;Philosophy (Q1);Arts and Humanities
10533;11900154405;Oral and Maxillofacial Surgery;journal;18651550, 18651569;0,553;Q2;43;169;224;5413;386;221;1,75;32,03;-;0;32;Germany;Western Europe;Springer Verlag;2003, 2007-2025;"Oral Surgery (Q2); Otorhinolaryngology (Q2); Surgery (Q2)";"Dentistry; Medicine"
10534;19700188306;Perspectives: Policy and Practice in Higher Education;journal;13603108, 14607018;0,553;Q2;24;40;71;1461;135;58;1,77;36,53;-;2;16;United States;Northern America;Routledge;1997-2025;Education (Q2);Social Sciences
10535;130044;Pharmacogenetics and Genomics;journal;17446880, 17446872;0,553;Q2;154;46;95;1642;167;91;1,62;35,70;-;0;11;United States;Northern America;Lippincott Williams and Wilkins;2005-2025;"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Genetics (Q3); Genetics (clinical) (Q3); Molecular Biology (Q3); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
10536;21100891177;Reviews in Agricultural Science;journal;2187090X;0,553;Q2;16;23;63;2269;247;63;3,80;98,65;-;0;8;Japan;Asiatic Region;Gifu University - United Graduate School of Agricultural Science;2018-2025;Agricultural and Biological Sciences (miscellaneous) (Q2);Agricultural and Biological Sciences
10537;19400158637;Silicon;journal;18769918, 1876990X;0,553;Q2;61;514;2204;25270;9375;2203;4,24;49,16;-;0;147;Netherlands;Western Europe;Springer Netherlands;2009-2025;Electronic, Optical and Magnetic Materials (Q2);Materials Science
10538;16400154714;British Journal of Religious Education;journal;17407931, 01416200;0,552;Q1;32;71;127;3266;195;115;1,40;46,00;-;0;14;United Kingdom;Western Europe;Routledge;1978-2025;"Religious Studies (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
10539;21101197409;Cancer Pathogenesis and Therapy;journal;29497132, 20972563;0,552;Q2;5;67;37;4055;78;34;2,11;60,52;-;0;52;China;Asiatic Region;Chinese Medical Association;2023-2025;"Pathology and Forensic Medicine (Q2); Cancer Research (Q3); Histology (Q3); Oncology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
10540;28588;China Ocean Engineering;journal;08905487;0,552;Q2;34;87;251;2999;566;250;2,45;34,47;-;0;17;United States;Northern America;Springer Publishing Company;1987-1993, 1996-2025;"Mechanical Engineering (Q2); Ocean Engineering (Q2); Oceanography (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Earth and Planetary Sciences; Energy; Engineering"
10541;21101186824;Corrections: Policy, Practice, and Research;journal;23774657, 23774665;0,552;Q1;15;46;71;2732;142;71;1,45;59,39;-;3;14;United Kingdom;Western Europe;Informa UK Ltd;2016-2025;"Law (Q1); Sociology and Political Science (Q2)";Social Sciences
10542;20311;Environmental Entomology;journal;0046225X, 19382936;0,552;Q2;105;120;414;6370;757;414;1,56;53,08;-;2;52;United States;Northern America;Oxford University Press;1973-2024;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Insect Science (Q2)";"Agricultural and Biological Sciences; Environmental Science"
10543;21131;European Surgical Research;journal;14219921, 0014312X;0,552;Q2;52;14;117;554;201;115;1,87;39,57;-;0;2;Switzerland;Western Europe;S. Karger AG;1969-2024;"Medicine (miscellaneous) (Q2); Surgery (Q2)";Medicine
10544;12119;Journal of Applied Statistics;journal;02664763, 13600532;0,552;Q2;72;214;532;7655;1007;513;1,71;35,77;-;0;45;United Kingdom;Western Europe;Routledge;1970-1971, 1973-2025;"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
10545;17596;Journal of Biomolecular Structure and Dynamics;journal;07391102, 15380254;0,552;Q2;92;1448;2762;86764;9413;2741;3,06;59,92;-;1;816;United Kingdom;Western Europe;Taylor and Francis Ltd.;1981, 1983-2025;"Medicine (miscellaneous) (Q2); Molecular Biology (Q3); Structural Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
10546;21100218042;Journal of Media Business Studies;journal;16522354;0,552;Q2;28;25;51;2109;129;50;2,14;84,36;-;2;6;United Kingdom;Western Europe;Taylor and Francis Ltd.;2004-2025;"Business and International Management (Q2); Communication (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
10547;16750;Journal of Neurolinguistics;journal;18738052, 09116044;0,552;Q1;69;22;132;2066;207;130;1,48;93,91;-;0;3;United Kingdom;Western Europe;Elsevier Ltd;1985-1986, 1988-1992, 1994-2025;"Arts and Humanities (miscellaneous) (Q1); Linguistics and Language (Q1); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Arts and Humanities; Neuroscience; Psychology; Social Sciences"
10548;25199;Journal of Solid State Electrochemistry;journal;14328488, 14330768;0,552;Q2;101;471;795;24439;2196;783;2,88;51,89;-;0;208;Germany;Western Europe;Springer Verlag;1997-2025;"Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2); Materials Chemistry (Q2); Materials Science (miscellaneous) (Q2); Electrochemistry (Q3)";"Chemistry; Energy; Engineering; Materials Science; Physics and Astronomy"
10549;4700151709;Journal of Veterinary Cardiology;journal;17602734, 18750834;0,552;Q1;48;77;195;2087;284;194;1,44;27,10;-;0;15;Netherlands;Western Europe;Elsevier B.V.;1999-2025;"Veterinary (miscellaneous) (Q1); Physiology (Q3)";"Biochemistry, Genetics and Molecular Biology; Veterinary"
10550;4700152496;Landscape and Ecological Engineering;journal;18601871, 1860188X;0,552;Q2;38;45;142;2511;363;137;2,31;55,80;-;0;34;Japan;Asiatic Region;Springer;2005-2025;"Ecology (Q2); Management, Monitoring, Policy and Law (Q2); Nature and Landscape Conservation (Q2)";Environmental Science
10551;21101266482;MILRev: Metro Islamic Law Review;journal;2986528X;0,552;Q1;5;19;32;797;61;32;1,91;41,95;-;0;15;Indonesia;Asiatic Region;;2022-2024;"Law (Q1); Religious Studies (Q1); Social Sciences (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
10552;18019;NeuroRehabilitation;journal;10538135, 18786448;0,552;Q2;82;95;325;4566;648;316;1,70;48,06;-;0;36;Netherlands;Western Europe;SAGE Publications Ltd;1991-2024;"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Neurology (clinical) (Q3)";"Health Professions; Medicine"
10553;21101166816;Anesthesia and Pain Medicine;journal;23837977, 19755171;0,551;Q2;14;58;178;2021;416;163;1,92;34,84;-;0;10;South Korea;Asiatic Region;Korean Society of Anesthesiologists;2019-2025;Anesthesiology and Pain Medicine (Q2);Medicine
10554;29427;Aquaculture Research;journal;13652109, 1355557X;0,551;Q2;112;79;1374;5001;3460;1374;2,29;63,30;-;0;53;United Kingdom;Western Europe;John Wiley and Sons Ltd;1970, 1972-2024;Aquatic Science (Q2);Agricultural and Biological Sciences
10555;21100825549;Arts Education Policy Review;journal;19404395, 10632913;0,551;Q1;32;52;71;2721;140;70;1,79;52,33;-;1;20;United Kingdom;Western Europe;Taylor and Francis Ltd.;1996-2025;"Visual Arts and Performing Arts (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
10556;21100305327;Austral Entomology;journal;2052174X, 20521758;0,551;Q2;49;31;138;1402;231;138;1,13;45,23;-;0;13;United States;Northern America;"John Wiley &amp; Sons Inc.";2014-2025;"Agronomy and Crop Science (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Insect Science (Q2)";"Agricultural and Biological Sciences; Environmental Science"
10557;21100901581;BDJ Open;journal;2056807X;0,551;Q2;17;98;118;4084;262;116;2,04;41,67;-;0;17;Switzerland;Western Europe;Springer International Publishing;2018-2025;Dentistry (miscellaneous) (Q2);Dentistry
10558;28590;Biomedical Microdevices;journal;15728781, 13872176;0,551;Q2;107;43;139;2917;463;136;3,35;67,84;-;0;15;United States;Northern America;Springer;1998-2025;"Nanoscience and Nanotechnology (Q2); Biomedical Engineering (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science"
10559;22490;Blood Pressure;journal;16511999, 08037051;0,551;Q2;58;53;140;2045;261;112;2,00;38,58;-;0;24;United Kingdom;Western Europe;Informa Healthcare;1992-2025;"Cardiology and Cardiovascular Medicine (Q2); Internal Medicine (Q2); Medicine (miscellaneous) (Q2)";Medicine
10560;4700152300;Brazilian Journal of Otorhinolaryngology;journal;18088694, 18088686;0,551;Q2;48;124;497;3506;875;464;1,76;28,27;-;1;37;Brazil;Latin America;Elsevier Editora Ltda;2005-2025;Otorhinolaryngology (Q2);Medicine
10561;23746;Computer;trade journal;00189162;0,551;Q2;185;196;554;3161;1361;544;2,59;16,13;-;0;14;United States;Northern America;IEEE Computer Society;1970-2025;Computer Science (miscellaneous) (Q2);Computer Science
10562;4100151514;Critical Care and Resuscitation;journal;26529335, 14412772;0,551;Q2;45;51;146;1465;170;116;1,06;28,73;-;0;10;Australia;Pacific Region;Elsevier B.V.;1999, 2002, 2004-2025;"Anesthesiology and Pain Medicine (Q2); Critical Care and Intensive Care Medicine (Q2); Emergency Medicine (Q2)";Medicine
10563;24575;Early Child Development and Care;journal;14768275, 03004430;0,551;Q2;61;103;508;5782;909;505;1,50;56,14;-;0;23;United Kingdom;Western Europe;Taylor and Francis Ltd.;1971-1974, 1976, 1978-2025;"Pediatrics (Q2); Social Psychology (Q2); Developmental and Educational Psychology (Q3)";"Nursing; Psychology"
10564;5700165148;European Constitutional Law Review;journal;15740196;0,551;Q1;40;27;100;3436;189;100;1,81;127,26;-;0;10;United Kingdom;Western Europe;Cambridge University Press;2005-2024;Law (Q1);Social Sciences
10565;26116;Growth Hormone and IGF Research;journal;10966374, 15322238;0,551;Q3;70;17;92;853;169;91;1,71;50,18;-;0;6;United Kingdom;Western Europe;Churchill Livingstone;1998-2025;"Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
10566;4000148017;Journal of Bioethical Inquiry;journal;18724353, 11767529;0,551;Q1;40;103;219;4339;410;191;1,57;42,13;-;1;34;Singapore;Asiatic Region;Springer;2004-2025;"Philosophy (Q1); Health Policy (Q2); Health (social science) (Q2); Issues, Ethics and Legal Aspects (Q2)";"Arts and Humanities; Medicine; Nursing; Social Sciences"
10567;26983;Journal of Thermal Analysis and Calorimetry;journal;15882926, 13886150;0,551;Q2;129;1157;3037;54957;11190;3033;3,39;47,50;-;0;336;Netherlands;Western Europe;Springer Netherlands;1995, 1997-2025;"Condensed Matter Physics (Q2); Physical and Theoretical Chemistry (Q2)";"Chemistry; Physics and Astronomy"
10568;21100283796;Manufacturing Letters;journal;22138463;0,551;Q2;46;265;490;6938;1418;486;2,60;26,18;-;0;152;United States;Northern America;Society of Manufacturing Engineers;2013-2025;"Industrial and Manufacturing Engineering (Q2); Mechanics of Materials (Q2)";Engineering
10569;18964;Molecular Genetics and Genomics;journal;16174615, 16174623;0,551;Q2;138;112;347;6191;833;347;2,23;55,28;-;0;36;Germany;Western Europe;Springer Science and Business Media Deutschland GmbH;1994, 1996-1997, 2000-2025;"Medicine (miscellaneous) (Q2); Genetics (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
10570;2900147403;Optical Switching and Networking;journal;15734277;0,551;Q2;34;9;74;520;268;72;3,57;57,78;-;0;2;Netherlands;Western Europe;Elsevier B.V.;1970, 2005-2025;"Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2)";"Computer Science; Engineering"
10571;21100869514;Veterinary Medicine and Science;journal;20531095;0,551;Q1;30;360;926;15599;2135;917;2,18;43,33;-;1;84;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2015-2025;Veterinary (miscellaneous) (Q1);Veterinary
10572;17722;Annales des Telecommunications/Annals of Telecommunications;journal;00034347, 19589395;0,550;Q2;48;80;175;2897;514;164;3,37;36,21;-;0;5;France;Western Europe;Springer Paris;1946-2025;Electrical and Electronic Engineering (Q2);Engineering
10573;28794;Cancer Biotherapy and Radiopharmaceuticals;journal;10849785, 15578852;0,550;Q2;72;92;273;3665;666;269;2,23;39,84;-;0;76;United States;Northern America;Mary Ann Liebert Inc.;1996-2025;"Medicine (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Cancer Research (Q3); Oncology (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
10574;38753;Crop Science;journal;14350653, 0011183X;0,550;Q2;180;250;755;15118;1716;748;2,03;60,47;-;0;109;United States;Northern America;"John Wiley &amp; Sons Inc.";1974-1975, 1977, 1981, 1983-1985, 1988-2025;Agronomy and Crop Science (Q2);Agricultural and Biological Sciences
10575;18202;Eurasip Journal on Wireless Communications and Networking;journal;16871499, 16871472;0,550;Q2;79;77;403;3117;1382;398;2,89;40,48;-;0;18;United Kingdom;Western Europe;SpringerOpen;2004-2025;"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Signal Processing (Q2)";Computer Science
10576;26451;Expositiones Mathematicae;journal;07230869;0,550;Q2;30;50;134;1619;114;133;0,88;32,38;-;0;0;Germany;Western Europe;Elsevier GmbH;2004-2025;Mathematics (miscellaneous) (Q2);Mathematics
10577;19700186912;Geomechanics and Engineering;journal;20926219, 2005307X;0,550;Q2;52;190;555;8472;1475;552;2,63;44,59;-;0;29;South Korea;Asiatic Region;Techno-Press;2009-2025;"Civil and Structural Engineering (Q2); Geotechnical Engineering and Engineering Geology (Q2)";"Earth and Planetary Sciences; Engineering"
10578;5000154502;International Journal of Medical Robotics and Computer Assisted Surgery;journal;1478596X, 14785951;0,550;Q2;69;134;377;4536;1089;377;2,72;33,85;-;0;21;United Kingdom;Western Europe;John Wiley and Sons Ltd;2004-2025;"Computer Science Applications (Q2); Surgery (Q2); Biophysics (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Medicine"
10579;23978;Journal of Theoretical Probability;journal;15729230, 08949840;0,550;Q2;46;116;283;3342;250;283;0,95;28,81;-;0;2;United States;Northern America;Springer New York;1988-2025;"Mathematics (miscellaneous) (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
10580;21101089489;Oil Crop Science;journal;20962428, 2666626X;0,550;Q2;14;32;88;1500;275;88;3,54;46,88;-;0;10;China;Asiatic Region;KeAi Communications Co.;2020-2024;"Agronomy and Crop Science (Q2); Plant Science (Q2); Molecular Biology (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
10581;21100243809;Procedia CIRP;conference and proceedings;22128271;0,550;-;115;1261;3090;28185;8096;3053;2,28;22,35;-;1;717;Netherlands;Western Europe;Elsevier B.V.;2012-2024;"Control and Systems Engineering; Industrial and Manufacturing Engineering";Engineering
10582;12906;Proceedings of the IEEE Symposium on Reliable Distributed Systems;conference and proceedings;10609857;0,550;-;52;36;91;1408;184;82;1,74;39,11;-;0;4;United States;Northern America;IEEE Computer Society;1992, 1994-2024;"Computer Networks and Communications; Hardware and Architecture; Software; Theoretical Computer Science";"Computer Science; Mathematics"
10583;11400153311;Accounting History;journal;10323732, 17493374;0,549;Q1;35;32;97;2764;170;82;1,36;86,38;-;0;8;United Kingdom;Western Europe;SAGE Publications Ltd;1996-2025;"History (Q1); Accounting (Q2)";"Arts and Humanities; Business, Management and Accounting"
10584;21100837404;Adaptive Human Behavior and Physiology;journal;21987335;0,549;Q3;26;22;75;1563;110;72;1,31;71,05;-;1;4;Switzerland;Western Europe;Springer International Publishing AG;2015-2025;"Behavioral Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Physiology (Q3)";"Biochemistry, Genetics and Molecular Biology; Neuroscience; Psychology"
10585;21101168862;Analysis and Sensing;journal;26292742;0,549;Q2;11;62;117;4730;301;104;2,68;76,29;-;0;9;United States;Northern America;Wiley-VCH Verlag;2021-2025;"Analytical Chemistry (Q2); Spectroscopy (Q2); Biochemistry (Q3); Electrochemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
10586;24374;British Dental Journal;journal;00070610, 14765373;0,549;Q2;101;609;2162;6499;1775;850;0,90;10,67;-;2;77;United Kingdom;Western Europe;Nature Publishing Group;1945-1951, 1960-1961, 1965-2025;Dentistry (miscellaneous) (Q2);Dentistry
10587;24304;Computer Supported Cooperative Work;journal;09259724, 15737551;0,549;Q2;75;42;74;3595;289;69;4,35;85,60;-;0;9;Netherlands;Western Europe;Springer Netherlands;1992-2025;Computer Science (miscellaneous) (Q2);Computer Science
10588;110096;Folia Histochemica et Cytobiologica;journal;02398508, 18975631;0,549;Q2;48;22;80;1111;187;80;2,51;50,50;-;0;8;Poland;Eastern Europe;Via Medica;1984-2024;"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2); Histology (Q3)";Medicine
10589;33949;Geologie en Mijnbouw/Netherlands Journal of Geosciences;journal;00167746;0,549;Q2;54;26;47;1802;100;45;2,17;69,31;-;0;5;Netherlands;Western Europe;Cambridge University Press;1970-1971, 1973-2024;Geology (Q2);Earth and Planetary Sciences
10590;21100805775;International Journal of Design Creativity and Innovation;journal;21650357, 21650349;0,549;Q1;23;14;42;934;128;38;3,29;66,71;-;0;4;United Kingdom;Western Europe;Taylor and Francis Ltd.;2013-2025;"Architecture (Q1); Arts and Humanities (miscellaneous) (Q1); Visual Arts and Performing Arts (Q1); Aerospace Engineering (Q2); Education (Q2); Engineering (miscellaneous) (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Arts and Humanities; Engineering; Neuroscience; Psychology; Social Sciences"
