Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
11465;14004;Palaios;journal;08831351, 19385323;0,506;Q2;90;26;120;2309;175;120;1,38;88,81;-;0;1;United States;Northern America;SEPM Society for Sedimentary Geology;1986-2025;"Ecology, Evolution, Behavior and Systematics (Q2); Paleontology (Q2)";"Agricultural and Biological Sciences; Earth and Planetary Sciences"
11466;29118;Physica B: Condensed Matter;journal;09214526;0,506;Q2;137;943;2167;47772;6911;2148;3,09;50,66;-;0;152;Netherlands;Western Europe;Elsevier B.V.;1984, 1988-2025;"Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2)";"Engineering; Materials Science; Physics and Astronomy"
11467;21100900141;Pixel-Bit, Revista de Medios y Educacion;journal;11338482, 21717966;0,506;Q2;20;30;90;1383;222;90;2,58;46,10;-;0;11;Spain;Western Europe;Universidad de Sevilla;2018-2025;"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Education (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
11468;28579;Pure and Applied Geophysics;journal;00334553, 14209136;0,506;Q2;108;238;755;12798;1606;746;2,06;53,77;-;1;48;Switzerland;Western Europe;Birkhauser Verlag Basel;1964-2025;"Geochemistry and Petrology (Q2); Geophysics (Q2)";Earth and Planetary Sciences
11469;21101193872;Signals;journal;26246120;0,506;Q2;15;46;150;2146;441;149;3,64;46,65;-;0;6;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2020-2024;Engineering (miscellaneous) (Q2);Engineering
11470;22062;Structural Engineering and Mechanics;journal;12254568, 15986217;0,506;Q2;75;189;716;9064;2004;716;3,04;47,96;-;0;28;South Korea;Asiatic Region;Techno-Press;1994-2025;"Building and Construction (Q2); Civil and Structural Engineering (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)";Engineering
11471;20871;Transportation Planning and Technology;journal;10290354, 03081060;0,506;Q2;52;119;131;6519;289;129;2,04;54,78;-;1;72;United Kingdom;Western Europe;Taylor and Francis Ltd.;1972-2025;"Geography, Planning and Development (Q2); Transportation (Q3)";Social Sciences
11472;21100837353;Turkish Journal of Ophthalmology;journal;21498709;0,506;Q2;17;69;224;1879;292;196;1,21;27,23;-;0;10;Turkey;Middle East;Turkish Ophthalmological Association;2015-2024;Ophthalmology (Q2);Medicine
11473;28021;Acta Biomedica;journal;25316745, 03924203;0,505;Q3;61;174;1165;5549;1940;1032;1,48;31,89;-;0;79;Italy;Western Europe;Mattioli 1885;1974-2024;Medicine (miscellaneous) (Q3);Medicine
11474;21100828138;Advances in Respiratory Medicine;journal;25436031, 24514934;0,505;Q3;26;49;226;2002;321;166;2,13;40,86;-;0;30;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2015-2024;Pulmonary and Respiratory Medicine (Q3);Medicine
11475;19700182746;Applicable Analysis and Discrete Mathematics;journal;14528630;0,505;Q2;33;28;94;833;111;94;1,21;29,75;-;0;0;Serbia;Eastern Europe;University of Belgrade;2007-2024;"Analysis (Q2); Applied Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2)";Mathematics
11476;20667;Asian Pacific Journal of Allergy and Immunology;journal;22288694, 0125877X;0,505;Q3;43;52;146;1761;256;146;1,66;33,87;-;1;21;Thailand;Asiatic Region;Allergy and Immunology Society of Thailand;1983-2024;"Immunology (Q3); Immunology and Allergy (Q3); Medicine (miscellaneous) (Q3)";"Immunology and Microbiology; Medicine"
11477;17676;Australian Veterinary Journal;journal;17510813, 00050423;0,505;Q2;71;76;219;2787;359;213;1,77;36,67;-;0;17;United States;Northern America;Wiley-Blackwell;1925-2025;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)";"Medicine; Veterinary"
11478;21101262344;Bacteria;journal;26741334;0,505;Q2;9;33;36;2432;96;35;2,67;73,70;-;0;12;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2022-2024;"Agricultural and Biological Sciences (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
11479;21017;Bird Conservation International;journal;09592709, 14740001;0,505;Q2;53;41;171;2250;255;171;1,49;54,88;-;0;34;United Kingdom;Western Europe;Cambridge University Press;1991-2025;"Animal Science and Zoology (Q2); Ecology (Q2); Nature and Landscape Conservation (Q2)";"Agricultural and Biological Sciences; Environmental Science"
11480;21100782252;BMJ Innovations;journal;2055642X, 20558074;0,505;Q3;28;18;184;496;327;166;1,62;27,56;-;0;7;United Kingdom;Western Europe;BMJ Publishing Group;2015-2025;Medicine (miscellaneous) (Q3);Medicine
11481;21101075553;Bulletin of ASOR;journal;27693600, 27693589;0,505;Q1;24;18;60;1401;75;60;1,32;77,83;-;0;4;United States;Northern America;University of Chicago Press;2022-2024;"Archeology (Q1); Archeology (arts and humanities) (Q1); Cultural Studies (Q1); History (Q1)";"Arts and Humanities; Social Sciences"
11482;29158;Cancer Investigation;journal;07357907, 15324192;0,505;Q3;96;76;266;3282;414;244;1,66;43,18;-;0;63;United States;Northern America;Informa Healthcare;1983-2025;"Medicine (miscellaneous) (Q3); Oncology (Q3); Cancer Research (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
11483;21100922650;Global Bioethics;journal;11287462, 15917398;0,505;Q1;15;5;25;339;55;23;1,71;67,80;-;0;3;United States;Northern America;Routledge;1996-2009, 2011, 2014-2025;"Philosophy (Q1); Health (social science) (Q2); Health Policy (Q3)";"Arts and Humanities; Medicine; Social Sciences"
11484;20878;Health Education Journal;journal;00178969, 17488176;0,505;Q2;43;86;226;3510;380;223;1,30;40,81;-;1;50;United Kingdom;Western Europe;SAGE Publications Ltd;1943-2025;"Education (Q2); Health (social science) (Q2)";Social Sciences
11485;21100216567;IET Biometrics;journal;20474938, 20474946;0,505;Q2;44;18;119;914;397;114;2,55;50,78;-;0;0;United Kingdom;Western Europe;John Wiley and Sons Ltd;2012-2024;"Computer Vision and Pattern Recognition (Q2); Signal Processing (Q2); Software (Q2)";Computer Science
11486;145496;Indian Journal of Critical Care Medicine;journal;1998359X, 09725229;0,505;Q2;45;264;899;6304;1042;575;0,99;23,88;-;0;61;India;Asiatic Region;Jaypee Brothers Medical Publishers (P) Ltd;2004-2025;Critical Care and Intensive Care Medicine (Q2);Medicine
11487;21100872775;International Journal of Vehicle Performance;journal;17453194, 17453208;0,505;Q2;14;20;61;651;111;60;2,02;32,55;-;0;5;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2013-2025;"Automotive Engineering (Q2); Computer Science Applications (Q2); Fuel Technology (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Modeling and Simulation (Q2); Safety, Risk, Reliability and Quality (Q2)";"Computer Science; Energy; Engineering; Mathematics"
11488;76747;Journal of Apicultural Research;journal;00218839;0,505;Q2;81;212;295;10029;723;287;2,08;47,31;-;3;37;United Kingdom;Western Europe;Taylor and Francis Ltd.;1962-2025;Insect Science (Q2);Agricultural and Biological Sciences
11489;19900192156;Journal of Hazardous, Toxic, and Radioactive Waste;journal;21535493, 21535515;0,505;Q2;44;45;219;2865;600;218;2,62;63,67;-;0;32;United States;Northern America;American Society of Civil Engineers (ASCE);2011-2025;"Chemical Engineering (miscellaneous) (Q2); Environmental Engineering (Q2); Geotechnical Engineering and Engineering Geology (Q2); Waste Management and Disposal (Q2); Water Science and Technology (Q2); Environmental Chemistry (Q3)";"Chemical Engineering; Earth and Planetary Sciences; Environmental Science"
11490;25620;Journal of Logic and Computation;journal;0955792X, 1465363X;0,505;Q1;58;52;237;1662;232;227;0,99;31,96;-;0;1;United Kingdom;Western Europe;Oxford University Press;1990-2025;"Arts and Humanities (miscellaneous) (Q1); Hardware and Architecture (Q2); Logic (Q2); Software (Q2); Theoretical Computer Science (Q3)";"Arts and Humanities; Computer Science; Mathematics"
11491;28222;Journal of Neuroscience Nursing;journal;08880395;0,505;Q1;52;64;168;1109;243;141;1,47;17,33;-;0;26;United States;Northern America;Lippincott Williams and Wilkins Ltd.;1986-2025;"Medical and Surgical Nursing (Q1); Surgery (Q2); Neurology (clinical) (Q3); Endocrine and Autonomic Systems (Q4)";"Medicine; Neuroscience; Nursing"
11492;13687;Journal of Polymer Research;journal;15728935, 10229760;0,505;Q2;76;372;1462;17983;4560;1461;3,01;48,34;-;0;67;Netherlands;Western Europe;Springer Netherlands;1994-2025;"Materials Chemistry (Q2); Organic Chemistry (Q2); Polymers and Plastics (Q2)";"Chemistry; Materials Science"
11493;19700188449;Medical Ultrasonography;journal;20668643, 18444172;0,505;Q2;40;83;286;1721;353;185;1,27;20,73;-;0;22;Romania;Eastern Europe;Iuliu Hatieganu Medical Publishing House;2010-2024;"Acoustics and Ultrasonics (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Health Professions; Medicine; Physics and Astronomy"
11494;23259;Mountain Research and Development;journal;02764741;0,505;Q2;73;17;86;918;187;75;1,92;54,00;-;0;14;Switzerland;Western Europe;International Mountain Society;1981-2024;"Development (Q2); Environmental Science (miscellaneous) (Q2); Environmental Chemistry (Q3)";"Environmental Science; Social Sciences"
11495;110152;Optik;journal;00304026, 16181336;0,505;Q2;114;406;4675;18685;17381;4670;3,81;46,02;-;0;89;Germany;Western Europe;Elsevier GmbH;1946, 1968-1988, 1993-2025;"Atomic and Molecular Physics, and Optics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2)";"Engineering; Materials Science; Physics and Astronomy"
11496;19020;Plant Cell, Tissue and Organ Culture;journal;15735044, 01676857;0,505;Q1;103;315;668;18737;1940;661;2,81;59,48;-;0;81;Netherlands;Western Europe;Springer Science and Business Media B.V.;1981-2025;Horticulture (Q1);Agricultural and Biological Sciences
11497;23542;Problems of Post-Communism;journal;1557783X, 10758216;0,505;Q2;38;70;144;5015;383;137;2,88;71,64;-;3;20;United States;Northern America;M.E. Sharpe Inc.;1996-2025;Sociology and Political Science (Q2);Social Sciences
11498;35190;Revista Espanola de Quimioterapia;journal;02143429;0,505;Q3;35;82;396;2715;583;279;1,50;33,11;-;0;22;Spain;Western Europe;Sociedad Espanola de Quiminoterapia;1989-2025;"Medicine (miscellaneous) (Q3); Microbiology (medical) (Q3); Pharmacology (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
11499;14882;Test;journal;11330686, 18638260;0,505;Q2;52;68;163;2359;198;148;1,02;34,69;-;0;2;United States;Northern America;Springer New York;1988, 1992-2025;"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
11500;21100869489;Academic Pathology;journal;23742895;0,504;Q2;18;35;159;661;258;150;1,31;18,89;-;0;9;United States;Northern America;Association of Pathology Chairs;2014-2025;Pathology and Forensic Medicine (Q2);Medicine
11501;21101096403;Androgens;journal;26894653;0,504;Q2;10;0;61;0;93;53;1,30;0,00;-;0;0;United States;Northern America;Mary Ann Liebert Inc.;2020-2022;"Urology (Q2); Endocrinology (Q3); Reproductive Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
11502;24606;Anthrozoos;journal;08927936;0,504;Q1;73;73;161;4466;412;161;2,49;61,18;-;0;15;United Kingdom;Western Europe;Taylor and Francis Ltd.;1990, 1992-1993, 1996-2025;"Anthropology (Q1); Animal Science and Zoology (Q2); Education (Q2); Sociology and Political Science (Q2); Veterinary (miscellaneous) (Q2)";"Agricultural and Biological Sciences; Social Sciences; Veterinary"
11503;28048;Applicable Algebra in Engineering, Communications and Computing;journal;14320622, 09381279;0,504;Q2;39;79;159;2067;132;156;0,74;26,16;-;0;1;Germany;Western Europe;Springer Verlag;1990-2025;"Algebra and Number Theory (Q2); Applied Mathematics (Q2)";Mathematics
11504;21101044928;Beni-Suef University Journal of Basic and Applied Sciences;journal;23148543, 23148535;0,504;Q2;26;127;357;6994;1229;355;3,44;55,07;-;0;49;Germany;Western Europe;Springer Science and Business Media Deutschland GmbH;2019-2025;"Agricultural and Biological Sciences (miscellaneous) (Q2); Pharmaceutical Science (Q2); Medicine (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
11505;19900192548;Conservation and Society;journal;09724923, 09753133;0,504;Q2;54;14;77;909;168;75;2,40;64,93;-;0;10;India;Asiatic Region;Wolters Kluwer Medknow Publications;2007-2025;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Management, Monitoring, Policy and Law (Q2); Nature and Landscape Conservation (Q2)";"Agricultural and Biological Sciences; Environmental Science"
11506;25878;Differential Geometry and its Application;journal;18726984, 09262245;0,504;Q2;41;82;240;1921;199;240;0,81;23,43;-;0;0;Netherlands;Western Europe;Elsevier B.V.;1991-2025;"Analysis (Q2); Computational Theory and Mathematics (Q2); Geometry and Topology (Q2)";"Computer Science; Mathematics"
11507;15300154801;Eurasip Journal on Advances in Signal Processing;journal;16876172, 16876180;0,504;Q2;101;104;356;4349;960;356;2,45;41,82;-;0;9;United States;Northern America;Springer Publishing Company;2002, 2007-2025;"Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q2); Signal Processing (Q2)";"Computer Science; Engineering"
11508;21101215218;Financial Planning Review;journal;25738615;0,504;Q2;12;17;49;646;106;38;1,17;38,00;-;0;5;United States;Northern America;John Wiley and Sons Inc;2018-2025;Finance (Q2);Economics, Econometrics and Finance
11509;21101268328;Geomatics;journal;26737418;0,504;Q2;11;23;86;1273;253;83;3,27;55,35;-;0;11;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2021-2024;"Earth and Planetary Sciences (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2)";"Earth and Planetary Sciences; Engineering; Environmental Science"
11510;21100975686;IISE Transactions on Occupational Ergonomics and Human Factors;journal;24725838, 24725846;0,504;Q2;15;26;52;1248;123;49;2,63;48,00;-;0;11;United Kingdom;Western Europe;Taylor and Francis Ltd.;2017-2025;"Human Factors and Ergonomics (Q2); Public Health, Environmental and Occupational Health (Q3)";"Medicine; Social Sciences"
11511;15619;Journal of Contemporary Ethnography;journal;08912416, 15525414;0,504;Q1;69;35;100;2155;204;98;1,79;61,57;-;0;16;United States;Northern America;SAGE Publications Inc.;1972-1982, 1984-2025;"Anthropology (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q2); Urban Studies (Q2)";Social Sciences
11512;21101022227;Journal of Human Rights and Social Work;journal;23651792;0,504;Q1;18;72;131;4196;276;117;1,30;58,28;-;0;62;Switzerland;Western Europe;Springer Science + Business Media;2016-2025;"Law (Q1); Sociology and Political Science (Q2)";Social Sciences
11513;21101094481;Journal of Photochemistry and Photobiology;journal;26664690;0,504;Q3;17;35;187;2306;595;181;2,70;65,89;-;0;16;Netherlands;Western Europe;Elsevier B.V.;2020-2025;Electrochemistry (Q3);Chemistry
11514;20954;Journal of Stored Products Research;journal;0022474X;0,504;Q1;94;220;360;11769;1227;360;3,20;53,50;-;1;72;United Kingdom;Western Europe;Elsevier Ltd;1965-2025;"Horticulture (Q1); Agronomy and Crop Science (Q2); Food Science (Q2); Insect Science (Q2)";Agricultural and Biological Sciences
11515;16307;Journal of Surveying Engineering, - ASCE;journal;07339453;0,504;Q2;45;24;108;755;213;105;1,67;31,46;-;0;2;United States;Northern America;American Society of Civil Engineers (ASCE);1980, 1983-2025;Civil and Structural Engineering (Q2);Engineering
11516;21100938252;Journal of Women and Gender in Higher Education;journal;26379112, 26379120;0,504;Q2;17;22;61;1277;110;57;1,82;58,05;-;0;14;United States;Northern America;Taylor and Francis Inc.;2019-2024;"Education (Q2); Gender Studies (Q2)";Social Sciences
11517;21100259593;Linguistic and Philosophical Investigations;journal;18412394, 24710881;0,504;Q1;19;0;44;0;177;44;5,47;0,00;-;0;0;United States;Northern America;Addleton Academic Publishers;2013-2023;"Linguistics and Language (Q1); Philosophy (Q1)";"Arts and Humanities; Social Sciences"
11518;16515;Photosynthetica;journal;03003604, 15739058;0,504;Q2;93;33;161;1708;341;156;1,71;51,76;-;0;8;Czech Republic;Eastern Europe;Institute of Experimental Botany, ASCR;1979, 1981, 1983, 1985, 1988-1989, 1993-2024;"Plant Science (Q2); Physiology (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
11519;16579;Plant Breeding;journal;14390523, 01799541;0,504;Q2;86;105;237;6442;525;237;1,91;61,35;-;0;34;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1964, 1986-2025;"Agronomy and Crop Science (Q2); Plant Science (Q2); Genetics (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
11520;18000156706;PRIMUS;journal;19354053, 10511970;0,504;Q2;25;97;201;2162;206;197;0,73;22,29;-;0;12;United Kingdom;Western Europe;Taylor and Francis Ltd.;1991-2025;"Education (Q2); Mathematics (miscellaneous) (Q2)";"Mathematics; Social Sciences"
11521;19866;South African Journal of Psychiatry;journal;16089685, 20786786;0,504;Q3;23;63;159;2186;237;150;1,39;34,70;-;0;21;South Africa;Africa;AOSIS (Pty) Ltd;2001-2025;Psychiatry and Mental Health (Q3);Medicine
11522;19700182025;Stem Cells and Cloning: Advances and Applications;journal;11786957;0,504;Q3;28;6;26;353;47;21;2,06;58,83;-;0;0;New Zealand;Pacific Region;Dove Medical Press Ltd;2010-2025;"Medicine (miscellaneous) (Q3); Cell Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
11523;21100784666;ACM Transactions on Asian and Low-Resource Language Information Processing;journal;23754699, 23754702;0,503;Q2;31;172;460;7789;1507;455;3,16;45,28;-;0;18;United States;Northern America;Association for Computing Machinery (ACM);2015-2025;Computer Science (miscellaneous) (Q2);Computer Science
11524;25419;Acta Haematologica;journal;00015792, 14219662;0,503;Q3;65;88;279;3456;369;257;1,14;39,27;-;1;55;Switzerland;Western Europe;S. Karger AG;1948-2025;"Hematology (Q3); Medicine (miscellaneous) (Q3)";Medicine
11525;23760;Acta Stomatologica Croatica;journal;18460410, 00017019;0,503;Q2;23;31;113;1213;240;113;1,96;39,13;-;0;7;Croatia;Eastern Europe;University of Zagreb;1966-1972, 1974-1975, 1980-1991, 2009-2024;Dentistry (miscellaneous) (Q2);Dentistry
11526;21100847372;Advances in Materials Research (South Korea);journal;2234179X, 22340912;0,503;Q2;20;36;61;1312;107;61;1,56;36,44;-;0;4;South Korea;Asiatic Region;Techno-Press;2017-2025;"Ceramics and Composites (Q2); Electronic, Optical and Magnetic Materials (Q2); Metals and Alloys (Q2); Polymers and Plastics (Q2); Biomaterials (Q3)";Materials Science
11527;21100396116;Cerebrovascular Diseases Extra;journal;16645456;0,503;Q2;24;28;61;953;128;59;1,94;34,04;-;0;25;Switzerland;Western Europe;S. Karger AG;2015-2025;"Cardiology and Cardiovascular Medicine (Q2); Neurology (Q3); Neurology (clinical) (Q3)";"Medicine; Neuroscience"
11528;19600166216;Earth Interactions;journal;10873562;0,503;Q2;47;6;47;399;68;44;1,12;66,50;-;0;3;United States;Northern America;American Meteorological Society;2004-2025;Earth and Planetary Sciences (miscellaneous) (Q2);Earth and Planetary Sciences
11529;18094;Flora: Morphology, Distribution, Functional Ecology of Plants;journal;03672530;0,503;Q2;71;127;435;8808;832;434;2,01;69,35;-;0;37;Germany;Western Europe;Elsevier GmbH;1975-1976, 1980-1988, 1990-2025;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Plant Science (Q2)";"Agricultural and Biological Sciences; Environmental Science"
11530;26474;Geological Journal;journal;00721050, 10991034;0,503;Q2;68;203;870;16088;1862;863;2,29;79,25;-;0;55;United Kingdom;Western Europe;John Wiley and Sons Ltd;1951-1954, 1956-1957, 1961-2025;Geology (Q2);Earth and Planetary Sciences
11531;5100155084;IET Electric Power Applications;journal;17518660;0,503;Q2;108;157;359;5268;791;356;2,07;33,55;-;0;35;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";2007-2025;Electrical and Electronic Engineering (Q2);Engineering
11532;25109;Inhalation Toxicology;journal;08958378, 10917691;0,503;Q3;99;41;92;3125;199;91;2,31;76,22;-;1;19;United Kingdom;Western Europe;Informa Healthcare;1989-2025;"Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
11533;20100195028;International Journal of Plant Biology;journal;20370164, 20370156;0,503;Q2;17;98;142;5894;373;137;2,68;60,14;-;0;42;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2010-2024;Plant Science (Q2);Agricultural and Biological Sciences
11534;21100904390;Journal of Education and Health Promotion;journal;22779531, 23196440;0,503;Q2;30;319;1257;10601;2122;1241;1,39;33,23;-;1;163;India;Asiatic Region;Wolters Kluwer Medknow Publications;2019-2025;"Education (Q2); Medicine (miscellaneous) (Q3)";"Medicine; Social Sciences"
11535;12333;Journal of Phase Equilibria and Diffusion;journal;18637345, 15477037;0,503;Q2;64;91;199;4617;341;193;1,67;50,74;-;0;2;United States;Northern America;Springer New York;2004-2025;"Condensed Matter Physics (Q2); Materials Chemistry (Q2); Metals and Alloys (Q2)";"Materials Science; Physics and Astronomy"
11536;18967;Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis;journal;13861964, 18792871;0,503;Q3;176;17;64;1011;129;63;2,11;59,47;-;0;12;Netherlands;Western Europe;Elsevier B.V.;1964-2024;"Genetics (Q3); Health, Toxicology and Mutagenesis (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Environmental Science"
11537;24129;Natural Hazards Review;journal;15276988;0,503;Q2;73;84;262;5814;661;258;2,50;69,21;-;0;57;United States;Northern America;American Society of Civil Engineers (ASCE);2000-2025;"Civil and Structural Engineering (Q2); Environmental Science (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2)";"Engineering; Environmental Science; Social Sciences"
11538;21101044442;Online Journal of Communication and Media Technologies;journal;19863497;0,503;Q2;13;61;126;3591;403;125;3,30;58,87;-;0;22;Cyprus;Western Europe;Bastas;2019-2024;"Communication (Q2); Computer Science Applications (Q2); Education (Q2); Media Technology (Q2)";"Computer Science; Engineering; Social Sciences"
11539;4700152703;Stochastics and Dynamics;journal;02194937, 17936799;0,503;Q2;28;51;215;1589;175;210;0,75;31,16;-;0;2;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;2005-2025;Modeling and Simulation (Q2);Mathematics
11540;21101185614;Thermo;journal;26737264;0,503;Q2;10;28;89;1394;232;86;2,57;49,79;-;0;9;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2021-2024;"Chemical Engineering (miscellaneous) (Q2); Energy (miscellaneous) (Q2); Engineering (miscellaneous) (Q2)";"Chemical Engineering; Energy; Engineering"
11541;17127;Adult Education Quarterly;journal;07417136, 15523047;0,502;Q2;59;23;65;1071;166;62;2,27;46,57;-;1;13;United Kingdom;Western Europe;SAGE Publications Ltd;1950-2025;"Education (Q2); E-learning (Q3)";Social Sciences
11542;25329;Canadian Mathematical Bulletin;journal;14964287, 00084395;0,502;Q2;34;96;252;1814;145;252;0,49;18,90;-;0;0;Canada;Northern America;Canadian Mathematical Society;1996-2025;Mathematics (miscellaneous) (Q2);Mathematics
11543;4700152770;Cataloging and Classification Quarterly;journal;01639374, 0898008X;0,502;Q2;30;27;127;508;131;115;0,90;18,81;-;0;1;United States;Northern America;Routledge;1981-2024;Library and Information Sciences (Q2);Social Sciences
11544;7200153133;Clinica e Investigacion en Arteriosclerosis;journal;02149168, 15781879;0,502;Q3;24;57;142;2203;286;141;1,73;38,65;-;0;31;Spain;Western Europe;Sociedad Espanola de Arteriosclerosis;2007-2025;"Cardiology and Cardiovascular Medicine (Q3); Pharmacology (medical) (Q3)";Medicine
11545;21100285499;Dolomites Research Notes on Approximation;journal;20356803;0,502;Q2;15;31;95;674;88;93;1,03;21,74;-;0;0;Italy;Western Europe;Padova University Press;2013-2025;"Applied Mathematics (Q2); Mathematics (miscellaneous) (Q2)";Mathematics
11546;21101150780;Frontiers in Dental Medicine;journal;26734915;0,502;Q1;13;84;233;3808;442;212;1,72;45,33;-;0;14;Switzerland;Western Europe;Frontiers Media SA;2020-2024;"Dental Hygiene (Q1); Dental Assisting (Q2); Dentistry (miscellaneous) (Q2); Periodontics (Q2)";Dentistry
11547;21101175745;Journal of English for Research Publication Purposes;journal;25900994, 25901001;0,502;Q1;7;6;31;254;48;25;1,64;42,33;-;0;0;Netherlands;Western Europe;John Benjamins Publishing Company;2020-2024;Linguistics and Language (Q1);Social Sciences
11548;21101045277;LOGI - Scientific Journal on Transport and Logistics;journal;23363037;0,502;Q2;9;19;76;510;89;76;1,42;26,84;-;0;13;Poland;Eastern Europe;Sciendo;2019-2025;"Automotive Engineering (Q2); Business and International Management (Q2); Civil and Structural Engineering (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q3); Transportation (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
11549;26687;Minerva Medica;journal;00264806, 18271669;0,502;Q3;43;119;588;3038;536;222;0,84;25,53;-;0;46;Italy;Western Europe;Edizioni Minerva Medica;1945, 1947-2024;Medicine (miscellaneous) (Q3);Medicine
11550;15658;Paediatrics and Child Health;journal;12057088, 19181485;0,502;Q2;63;83;374;2329;535;354;1,45;28,06;-;0;27;Canada;Northern America;Oxford University Press;2000-2024;Pediatrics, Perinatology and Child Health (Q2);Medicine
11551;21100211323;Plant Sociology;journal;27046192, 22801855;0,502;Q2;31;8;44;586;80;44;1,56;73,25;-;0;7;Italy;Western Europe;Societa Italiana di Scienza della Vegetazione;2012-2024;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Forestry (Q2); Plant Science (Q2)";"Agricultural and Biological Sciences; Environmental Science"
11552;13418;Psychoanalytic Dialogues;journal;19409222, 10481885;0,502;Q2;60;107;279;1748;151;144;0,62;16,34;-;0;5;United Kingdom;Western Europe;Taylor and Francis Ltd.;1991-2025;Clinical Psychology (Q2);Psychology
11553;5300152718;Soil and Water Research;journal;18059384, 18015395;0,502;Q2;34;20;75;1084;164;75;1,90;54,20;-;0;10;Czech Republic;Eastern Europe;Czech Academy of Agricultural Sciences;2006-2025;"Aquatic Science (Q2); Soil Science (Q2)";Agricultural and Biological Sciences
11554;26383;South African Journal of Geology;journal;10120750;0,502;Q2;59;37;113;2658;144;110;1,06;71,84;-;0;4;South Africa;Africa;Geological Society of South Africa;1987-2024;Geology (Q2);Earth and Planetary Sciences
11555;5600155048;Space and Culture;journal;12063312;0,502;Q1;50;43;168;2073;260;165;1,36;48,21;-;0;27;United States;Northern America;SAGE Publications Inc.;1997-2025;"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Geography, Planning and Development (Q2); Urban Studies (Q2); Tourism, Leisure and Hospitality Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
11556;17077;Acta Veterinaria Scandinavica;journal;17510147, 0044605X;0,501;Q2;68;60;150;2412;266;150;1,68;40,20;-;0;16;United Kingdom;Western Europe;BioMed Central Ltd;1960-2025;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)";"Medicine; Veterinary"
11557;26997;American Journal of Physics;journal;00029505;0,501;Q2;115;147;423;3123;393;372;0,87;21,24;-;0;2;United States;Northern America;American Association of Physics Teachers;1940-1989, 1991, 1996-2025;Physics and Astronomy (miscellaneous) (Q2);Physics and Astronomy
